business_age_yrs,sector,monthly_revenue_ksh,monthly_expenses_ksh,num_employees,collateral_value_ksh,requested_loan_ksh,credit_history_score,loan_approved
5,Hospitality,1327022,639221.5074204898,46,111119,482525,564,0
7,Transport (Boda Boda),1233837,615814.1937487273,15,639411,1509015,659,1
1,Tech Startup,1073535,788311.8715144201,5,648413,1484515,434,0
2,Manufacturing,1059089,814347.9394131781,14,167198,391180,596,0
14,Hospitality,1609636,566972.5394984102,5,311999,727578,412,1
6,Transport (Boda Boda),680319,377846.4616984851,19,655295,575589,611,1
1,Agriculture,1285867,455290.7492176533,17,319177,1602859,810,1
9,Tech Startup,495634,199506.3380857756,32,859213,1339783,379,0
2,Services,1791577,1188670.0156416206,17,134278,572059,821,1
5,Manufacturing,1734004,734887.2704392256,45,263211,1411378,792,1
3,Hospitality,1280561,435889.65544907167,38,450511,608227,771,1
3,Transport (Boda Boda),904907,613489.8061848447,4,317152,1694609,440,0
14,Agriculture,285721,207931.45123084183,30,969373,109314,545,1
8,Retail,1706447,965330.065612854,41,28400,556367,370,0
9,Transport (Boda Boda),310706,173122.78049522653,41,465705,1412902,479,0
4,Retail,571171,345203.850661286,5,936232,804283,659,1
5,Transport (Boda Boda),1605508,604970.3082998319,11,52748,1944029,487,0
8,Tech Startup,48669,35505.162910246625,44,920811,1902753,821,1
7,Tech Startup,1889563,1142451.201165225,14,153358,53599,813,1
14,Retail,1346109,622457.0287747586,44,265199,695452,476,1
2,Tech Startup,24642,18767.456066781255,33,743653,502834,670,0
4,Manufacturing,1487836,470169.6061892993,3,638471,691447,614,1
13,Retail,653350,214324.98929420966,6,455899,1764927,405,1
4,Services,1138623,343273.61088632036,46,165384,78106,669,0
11,Hospitality,614608,476066.29290159524,11,121649,416074,718,1
10,Transport (Boda Boda),1536430,1215073.7627284299,31,584027,1347341,711,1
9,Hospitality,623347,212201.9056319587,11,130514,1565355,527,0
2,Retail,512049,254689.97464167743,5,89363,370961,777,0
10,Manufacturing,1055953,621380.5772763325,28,168265,1598757,833,1
11,Agriculture,172018,65260.00952087517,36,683615,1023945,607,1
4,Hospitality,1759675,1147558.211299907,36,990533,1739224,549,1
14,Services,1890942,769461.068689977,4,477982,244202,485,1
9,Retail,1356728,867215.8883684969,5,725618,1703594,307,1
9,Retail,626990,338658.2798615459,41,300767,899735,670,1
5,Services,1485426,1107196.130759482,19,161080,924075,636,1
10,Tech Startup,476082,217756.4846552084,31,467786,1827998,821,1
11,Transport (Boda Boda),283254,209171.59756407246,3,976017,265192,648,1
6,Transport (Boda Boda),1271505,632735.2820633388,39,950025,1339876,546,1
14,Transport (Boda Boda),43027,17070.44268637601,10,239628,1679742,450,0
2,Tech Startup,996086,319746.4784225673,49,420091,729874,640,0
5,Retail,279201,201367.82001728978,15,738360,875440,497,0
7,Retail,1504946,819661.4326873288,1,56614,253474,311,0
6,Services,1822572,1408109.7966583853,22,374557,1047887,471,1
4,Manufacturing,619787,426201.4125751283,42,358963,1924431,488,0
8,Hospitality,106120,51381.95137244598,41,566136,1076923,620,0
6,Manufacturing,333678,128196.6347835833,33,585233,1868284,776,1
1,Transport (Boda Boda),533796,374268.08050983545,10,533885,1158643,780,0
7,Manufacturing,533959,204784.4312607693,24,411998,626070,764,1
12,Services,1778949,1174700.3910751739,15,858468,1396062,797,1
9,Transport (Boda Boda),1388116,648766.2261936017,38,462273,570410,576,1
4,Agriculture,764875,370300.0007016398,26,479969,1864285,826,1
4,Hospitality,384833,193998.51432604855,9,580294,678556,718,0
13,Transport (Boda Boda),1917678,941216.5403772508,9,110572,822054,335,1
5,Tech Startup,640007,438224.5247406664,19,836507,1749862,403,0
1,Tech Startup,737804,494941.3559374327,12,937212,1669085,750,1
3,Agriculture,650381,463809.1779783876,4,372429,775903,707,0
6,Tech Startup,1576280,1236841.6605846952,35,309454,978412,686,1
12,Tech Startup,1299817,973409.2800201292,48,79183,110282,588,1
4,Hospitality,1909218,986705.4240596199,44,603148,1250791,727,1
9,Hospitality,1675775,1298640.9848146827,36,47252,959166,606,1
5,Transport (Boda Boda),1905243,604676.5749866095,43,211325,420565,372,1
1,Retail,1397355,732173.7881772983,6,499264,1183909,589,1
8,Manufacturing,1020778,471587.2410518373,6,901125,58382,447,1
5,Agriculture,1564449,669572.4024865148,26,799543,1270447,309,1
7,Retail,1785113,644024.8215703189,28,533104,1569645,427,1
14,Tech Startup,870340,530921.1547133374,49,188961,1316792,471,1
3,Services,448053,309624.7886610761,41,364692,1773663,598,0
12,Transport (Boda Boda),1908302,969093.9602426551,48,200671,1207326,752,1
11,Transport (Boda Boda),224750,87611.35123856932,45,629443,1038144,475,0
7,Hospitality,207150,155589.77359942533,3,371551,1757621,385,0
14,Manufacturing,693726,286320.6255359845,48,861646,205647,741,1
1,Tech Startup,1019767,413280.53707669326,12,461833,728381,533,0
10,Services,1365779,663983.572923564,11,706165,1180127,500,1
14,Agriculture,750002,299790.9258202945,36,730548,992054,545,1
10,Tech Startup,1759783,814629.9649877439,19,369006,1347327,385,1
7,Agriculture,1918184,1289417.3969138004,44,311294,924799,431,1
5,Manufacturing,20903,7611.095294245395,6,841774,1272371,502,0
5,Hospitality,1167569,526479.6998941357,18,422227,1594603,560,1
14,Manufacturing,699424,473978.2877146931,46,120388,1913710,739,1
9,Tech Startup,1155964,361128.54619666224,16,684341,1920772,695,1
4,Transport (Boda Boda),1512305,953607.0460547328,23,811372,943850,412,1
1,Tech Startup,1076943,682746.1804314568,40,795005,1638446,558,1
1,Transport (Boda Boda),1737436,869972.037226052,26,706902,639573,455,1
8,Manufacturing,682582,349340.63044138765,45,765127,1721570,476,1
1,Services,1028358,737676.4258653087,45,957122,1479810,566,1
6,Hospitality,414833,263617.84689829993,6,40002,305549,432,0
9,Agriculture,502843,237179.3234428034,28,693210,695836,552,1
6,Agriculture,1100362,859798.299801263,27,67261,1379197,753,1
6,Tech Startup,290640,228294.13493526395,41,282868,342560,594,0
7,Agriculture,1162142,902084.4079277331,1,127192,1642223,806,1
9,Hospitality,1816999,794607.1679952891,8,567152,1979490,791,1
11,Manufacturing,1499606,638001.6564672467,36,580918,229243,454,1
13,Agriculture,1588333,982010.9479712202,48,380445,803702,538,1
13,Services,550553,375218.5522917769,7,446710,433898,344,0
13,Agriculture,1750934,563985.2473611559,28,407522,1817942,541,1
14,Transport (Boda Boda),1702545,719589.5808967701,20,97375,1869941,659,1
10,Tech Startup,840793,650472.9139318075,18,151601,1812510,512,0
2,Hospitality,535303,220528.35758299,18,423574,604700,619,0
9,Retail,1280680,468624.25984430226,41,32309,845712,813,1
4,Retail,833389,332385.09220535506,2,753511,1470785,542,1
14,Transport (Boda Boda),1524915,682856.269838158,49,843399,1623851,490,1
14,Transport (Boda Boda),256692,179999.07172556777,8,374494,1951412,315,0
8,Manufacturing,1774217,658727.9674325909,41,290449,1152882,412,1
4,Retail,1611182,588604.1229753346,27,283728,821687,668,1
2,Transport (Boda Boda),224830,93518.16460365256,37,234856,1614904,333,0
3,Tech Startup,905686,338884.09128781623,17,44109,1287293,411,0
13,Services,1521059,1011331.318986949,17,895643,1717761,317,1
11,Tech Startup,889530,674652.8332863024,10,897383,1139867,827,1
12,Agriculture,29290,14105.019965120717,1,829722,135186,329,0
9,Tech Startup,299860,179412.4459106827,37,785088,949497,390,0
8,Transport (Boda Boda),1383963,507491.3553391194,15,222682,984814,402,1
8,Tech Startup,1841661,586735.4547463324,42,616017,1674707,534,1
6,Services,151458,63922.43788029228,47,200741,1075184,761,0
1,Hospitality,1583764,585247.6186519485,8,434737,592671,597,1
5,Retail,1984185,729414.0367237359,20,743472,1444317,345,1
3,Hospitality,752444,492102.6389230583,18,564267,746001,572,0
10,Retail,410929,127089.69576041751,1,392508,1982515,772,1
4,Agriculture,942365,749129.3637345898,2,951186,592516,757,1
13,Transport (Boda Boda),1149212,600527.0712163938,23,953075,1153062,698,1
10,Manufacturing,737654,340358.90274830366,45,328231,1343432,594,1
8,Services,1118183,828124.8423681726,6,542618,957235,442,1
5,Tech Startup,517337,204833.56156311696,9,532358,575608,309,0
14,Tech Startup,899427,314570.51599557337,14,585128,748560,700,1
13,Services,903479,579617.9960251192,9,934250,1389234,677,1
12,Agriculture,1668898,1088192.982112928,10,952096,94845,607,1
6,Hospitality,1176993,399951.7852493175,40,488288,139788,751,1
11,Agriculture,1890147,916653.3397788523,20,269608,1836582,536,1
2,Agriculture,291984,206943.4054666951,15,885054,1113905,731,1
4,Transport (Boda Boda),1459605,1011360.6439953467,27,703829,421698,688,1
2,Retail,1318470,688186.4244367107,24,416919,1244882,664,1
7,Tech Startup,317560,215634.91055559448,15,865756,871681,331,0
7,Manufacturing,314438,176459.98089588588,40,715661,512403,491,0
4,Agriculture,371771,168626.02206603435,34,710732,906798,466,0
12,Manufacturing,1776863,1090228.4041433097,9,91291,949321,394,1
1,Transport (Boda Boda),1011348,370860.9248491418,10,912463,1887701,731,1
11,Agriculture,1599123,652027.9973790082,41,922446,1145995,671,1
8,Services,43404,34462.62392207648,28,100965,1679196,807,0
1,Tech Startup,1696046,863127.6319668789,15,108269,910276,630,1
8,Hospitality,54142,40313.74608039236,34,725299,774442,521,0
13,Retail,1579891,855146.3435554644,29,942230,1702408,477,1
5,Manufacturing,1461903,538436.0837633475,41,657739,1325421,606,1
1,Agriculture,1348529,587104.8447244732,21,23424,991418,671,0
12,Hospitality,1802414,847960.4543787763,22,875551,1659913,473,1
6,Tech Startup,1040576,566302.6904433535,39,456982,275962,301,0
2,Transport (Boda Boda),1428165,686555.3942435166,29,196339,1257405,679,1
3,Agriculture,709126,497786.4301025493,29,409462,1123572,412,0
10,Tech Startup,1341187,877620.1337240264,16,723439,1389422,461,1
2,Transport (Boda Boda),336096,162654.15078850804,40,4522,1970695,803,0
1,Hospitality,1564912,1229552.804854927,20,68165,1532247,333,0
13,Tech Startup,1655039,682179.6250685842,42,18179,1386939,722,1
4,Services,1846839,1207968.7576413325,26,533784,1842803,626,1
10,Services,1328857,718430.6907702078,1,356211,357633,507,1
5,Services,992114,358037.2639729076,26,225648,1740726,482,0
7,Agriculture,772648,545582.0275134856,14,318063,786648,826,1
5,Manufacturing,409297,191889.92846085905,20,938055,1953214,448,0
9,Transport (Boda Boda),1217714,440106.18100699986,31,601461,519509,559,1
11,Agriculture,964988,455333.00971288286,1,420331,731398,346,0
5,Agriculture,1209549,529827.9023788096,7,381136,563271,510,1
7,Agriculture,693019,478699.4934464061,35,463609,852744,712,1
2,Services,472029,302060.03293583845,14,701346,414699,841,1
10,Manufacturing,52646,25150.569681146182,5,642210,1353793,794,1
4,Transport (Boda Boda),659629,212584.1231786605,36,683098,59879,723,1
13,Manufacturing,198996,149223.08220991088,8,210190,1666752,415,0
4,Services,769130,428782.2108819807,49,90141,1028062,625,0
7,Transport (Boda Boda),1362388,671004.1809694613,40,858824,1115066,678,1
2,Hospitality,794426,388293.75010433426,27,568392,1628180,542,0
6,Retail,389438,123333.69145827489,21,145250,1076437,715,0
10,Retail,1989124,1391357.3313937671,32,437090,809893,515,1
7,Agriculture,367455,166640.87609426727,32,614998,142199,460,0
9,Retail,1099715,764952.223533811,39,334796,1635801,765,1
1,Hospitality,529603,278049.1250253164,16,344199,510777,763,0
7,Transport (Boda Boda),320279,237756.29357912036,1,134845,1123532,808,0
12,Tech Startup,283672,173554.20986085475,45,201657,1197728,331,0
8,Agriculture,1406613,776902.206581459,43,481005,180775,373,1
7,Tech Startup,1653126,931039.5679067879,25,771835,279489,678,1
9,Manufacturing,1337193,656070.8253529202,45,999502,875217,800,1
2,Tech Startup,737084,571344.7844179311,10,489114,1244356,532,0
12,Manufacturing,1935115,1101560.9731532629,41,853933,82556,679,1
10,Transport (Boda Boda),1028229,603709.4294106822,17,539442,1647058,808,1
14,Hospitality,1222096,906885.1862004993,27,266496,312328,444,1
2,Services,171521,70306.51895821055,17,449794,1812145,339,0
9,Manufacturing,1043612,398785.5743234453,26,490846,428888,649,1
4,Tech Startup,28724,22226.667128090106,25,999781,918729,471,0
9,Tech Startup,1016454,532070.8701151707,26,229176,1625460,631,1
8,Retail,1198393,889878.2991702382,23,601958,573292,842,1
3,Services,1811123,706060.0483320759,27,148317,1706660,412,0
7,Manufacturing,767157,443783.4968577861,23,824718,1128109,807,1
4,Tech Startup,671729,224957.2674504241,33,582753,197745,455,0
14,Tech Startup,95937,48392.71718745893,13,711776,927944,749,1
2,Retail,279188,119037.76010127156,4,995097,1466697,488,0
12,Retail,1223522,403717.3862481113,18,251060,1496846,586,1
11,Tech Startup,462985,200118.82092863324,11,790689,459062,480,1
5,Services,577524,434346.7187045007,19,356611,213148,765,0
4,Hospitality,1536956,1101529.6902804777,13,568061,757518,556,1
8,Agriculture,466288,177719.2766567129,15,251953,118582,603,0
7,Tech Startup,163775,107700.19862071592,44,365356,568943,687,0
5,Agriculture,1209824,715671.5593765862,9,350912,682465,609,1
6,Transport (Boda Boda),1778273,986270.4396737496,45,768278,777402,470,1
3,Transport (Boda Boda),1155943,596302.9556141578,16,273314,694240,573,0
12,Retail,1960634,598222.6234130639,17,690538,260244,597,1
14,Agriculture,1585217,650907.1525237609,8,289006,1519065,816,1
4,Hospitality,674511,256346.6029537303,22,351595,167782,617,0
13,Retail,418216,329406.5885064342,28,143979,198408,528,0
8,Agriculture,727691,534891.2555439398,48,725311,1806445,628,1
13,Manufacturing,385296,116677.66669344455,14,441618,1237910,494,0
1,Tech Startup,1942859,1320223.2146134858,11,999529,1377873,495,1
1,Retail,1641968,731138.3939889056,40,743894,1022461,515,1
13,Transport (Boda Boda),810787,477533.16826640005,29,595730,1028778,584,1
8,Services,1767427,1150858.8712053692,6,659834,1714278,601,1
12,Transport (Boda Boda),240079,139062.49466920504,2,305868,1633527,512,0
4,Hospitality,644559,293130.3406585016,48,43315,941354,847,0
7,Hospitality,69334,49154.84634115973,37,39726,1592233,754,0
14,Agriculture,837126,618418.1246771887,23,849977,1508717,701,1
14,Transport (Boda Boda),983401,557195.3332705892,26,518982,1381718,496,1
1,Hospitality,1697357,588412.6691184158,25,201703,409175,373,0
1,Manufacturing,87173,44738.961724013585,48,234046,244855,383,0
3,Tech Startup,727717,332654.54828666913,8,412126,1155535,667,0
13,Retail,1451929,1090649.9036814247,18,557068,501095,467,1
14,Agriculture,1527291,1063691.342829409,25,911036,1328208,516,1
2,Tech Startup,111005,59913.87373267851,33,644919,1388519,559,0
8,Manufacturing,1469238,974549.0654023541,21,145949,309673,447,1
3,Services,187856,87532.09352785208,40,221099,1825384,578,0
12,Agriculture,1167322,818948.8539562238,15,287871,688288,781,1
1,Manufacturing,612819,334173.1692907559,44,961795,1294876,806,1
9,Manufacturing,1125366,876913.5219197386,20,106371,348816,801,1
10,Manufacturing,54593,32747.72396226554,24,939470,981298,452,0
7,Retail,1260712,590621.3758079762,13,573570,702739,815,1
11,Retail,1790971,1269687.9700175351,11,449047,1180249,594,1
3,Tech Startup,1870642,1290707.6271004756,22,945070,888628,675,1
14,Hospitality,937293,715415.6490613194,21,792650,174283,603,1
14,Tech Startup,1656921,605048.2020921587,27,647396,1019775,567,1
7,Hospitality,1964353,1310600.2545232603,38,976982,1079300,324,1
14,Transport (Boda Boda),1809315,635431.744445576,13,181161,1105230,739,1
8,Transport (Boda Boda),1529686,641485.0550049458,35,923864,628256,707,1
7,Retail,298796,147612.58484818696,48,775492,1038515,389,0
10,Tech Startup,1241996,430619.80244545836,46,511769,126757,587,1
11,Agriculture,1531904,659704.7762247216,20,368742,262328,723,1
11,Retail,727597,418061.1165759528,22,896465,1296511,726,1
14,Tech Startup,105666,76310.16199726152,3,675907,659525,688,1
10,Services,1748819,1141078.4570991918,31,233931,216234,624,1
5,Manufacturing,53434,24306.019534580566,4,723130,1203215,512,0
8,Hospitality,575435,425176.9358198376,48,104663,1836032,629,0
1,Agriculture,1137040,727249.337316878,31,826814,1388904,478,1
11,Services,1815216,1325656.320277319,6,17352,176788,383,1
13,Services,1624692,710835.454189469,8,94430,1850467,545,1
5,Agriculture,1681500,999880.2332600806,6,196354,1852180,306,0
12,Services,79395,25172.013965530197,11,312444,1494878,824,1
6,Hospitality,420623,132735.10374778497,6,573367,84111,530,0
2,Tech Startup,502333,168450.07885409324,28,40565,1117859,698,0
10,Services,1589986,561671.8058588229,41,173806,393401,781,1
4,Services,986212,686194.0294819623,13,505002,1753424,705,1
14,Services,799470,329687.095411777,48,992904,1163088,706,1
11,Transport (Boda Boda),1253068,485279.33057497966,14,594213,1410423,746,1
2,Retail,1962543,1427668.5463013842,29,527339,219162,433,1
3,Agriculture,850989,574041.2587398234,32,127838,640282,641,0
3,Transport (Boda Boda),680081,374860.1466071797,24,755584,390907,826,1
5,Services,1664698,540046.3777745398,27,967659,692059,366,1
14,Agriculture,407167,164666.5629168095,7,931105,57711,338,1
11,Agriculture,770506,240449.02538964234,46,331679,923002,783,1
1,Agriculture,1442831,922532.935338722,10,123252,1235598,437,0
4,Hospitality,83944,46578.11011318888,46,126794,384267,652,0
4,Agriculture,1503545,464088.68910170975,22,656921,103205,752,1
3,Agriculture,395233,143347.2995767457,49,515985,1782266,814,0
2,Manufacturing,24983,18280.59990224433,33,311173,1775265,734,0
9,Manufacturing,86786,65977.85454053845,24,362301,132673,659,0
9,Services,939372,640755.2621739585,42,244944,485078,572,1
7,Manufacturing,1948573,790183.6961047961,2,783842,1510732,391,1
3,Hospitality,1467072,855439.4021922301,10,485940,1867389,344,0
9,Services,1742341,735710.0187152916,42,832886,1272178,496,1
9,Agriculture,243626,179434.8857287033,36,986585,992302,829,1
12,Retail,758705,599168.5956137574,8,401345,141954,743,1
2,Transport (Boda Boda),633667,459305.70150747424,21,903977,1796176,399,0
7,Manufacturing,298429,211893.44823014433,45,881993,1677255,518,0
10,Manufacturing,1637805,1177031.0288774823,11,896020,1088525,524,1
3,Hospitality,931974,432224.9701428155,35,538611,1398413,662,1
5,Transport (Boda Boda),371314,235833.34530535017,34,226325,351635,484,0
10,Retail,1098849,392044.3484739397,38,66538,1203146,455,0
10,Hospitality,1451852,510024.3995428566,3,223112,1310164,693,1
12,Retail,1152113,791818.6507183486,21,646592,186322,368,1
9,Services,1878297,1462749.3597077148,8,36368,1743512,459,1
6,Hospitality,1522832,779184.7406769826,7,378630,750526,582,1
8,Hospitality,151016,69771.5028740006,2,48070,1890174,641,0
2,Retail,1034281,505152.9795331647,33,916358,1606610,569,1
12,Transport (Boda Boda),1567053,739509.9331972508,13,798991,115231,432,1
4,Retail,781816,342716.8607992651,38,890726,147847,618,1
14,Tech Startup,68503,54390.78754536057,26,917562,1456891,798,1
10,Tech Startup,279966,155856.23359103565,1,283527,1864910,687,0
5,Services,783389,438130.5708175602,37,740400,1517458,428,0
13,Services,1197120,850423.5427769333,41,818838,1553364,626,1
9,Transport (Boda Boda),762021,587235.8866718577,49,292428,725531,815,1
14,Tech Startup,443751,311887.0153744549,31,164772,1575375,517,0
11,Retail,275623,151946.40892181205,45,353884,1851220,380,0
7,Tech Startup,1198092,918827.547696335,32,681266,792003,842,1
7,Transport (Boda Boda),935357,571194.469211625,9,57353,1344317,421,0
10,Agriculture,71712,41231.1151288315,38,330429,165278,644,0
6,Manufacturing,185201,64846.8774947829,3,264208,669902,667,0
8,Transport (Boda Boda),1360731,464249.4334469636,17,486744,1220365,772,1
3,Tech Startup,1363348,553604.7690483796,29,827530,1562251,623,1
14,Retail,47949,35919.29579148227,17,335681,1507095,591,0
10,Tech Startup,1850662,604216.0721245445,14,836943,130664,815,1
13,Retail,647838,359781.1371939476,1,66046,156918,684,1
3,Transport (Boda Boda),1523463,1048159.4380165553,3,999488,1005200,576,1
13,Services,559871,362148.0255858717,22,399325,1337861,665,1
4,Hospitality,1331958,599025.9420221196,25,162187,1785888,800,1
10,Hospitality,1112834,389360.03141788614,29,339403,686480,620,1
10,Retail,1966513,1368002.551977412,49,470471,55397,837,1
10,Agriculture,1545128,1182028.11150119,43,648581,588359,825,1
1,Hospitality,546406,328245.5091740485,11,605559,69158,667,0
3,Hospitality,728481,579094.1273197043,36,869875,1663685,466,0
12,Tech Startup,1002207,683511.5007652825,30,392949,1274301,398,1
1,Tech Startup,898058,450912.62259589636,32,324329,1570105,517,0
1,Agriculture,140026,83957.88374799819,19,81227,496295,752,0
8,Transport (Boda Boda),706426,420148.7652607545,15,807342,818378,727,1
2,Transport (Boda Boda),513466,283719.9304831316,41,79711,191123,608,0
10,Transport (Boda Boda),978599,694880.4751180582,7,624533,1195645,841,1
14,Manufacturing,568196,301711.9360431568,5,949826,850444,373,1
5,Retail,1033654,811448.0352163953,25,140039,528174,704,0
2,Tech Startup,1687349,1001751.0739754048,32,525895,200595,619,1
14,Services,804402,286611.30795076024,18,390909,1311492,642,1
1,Retail,1231443,448606.56533826306,44,50528,1396950,414,0
12,Services,1183264,466411.2373379839,39,663777,1170678,318,1
13,Transport (Boda Boda),293016,139182.23707882394,23,591058,281360,460,0
11,Manufacturing,763537,539069.8322285941,32,934842,1757227,656,1
9,Hospitality,130091,51649.631667515496,11,813152,1074146,481,0
9,Retail,205385,159689.73982274364,31,631475,149329,587,0
10,Services,1189000,640441.5525410083,26,728285,294042,703,1
12,Transport (Boda Boda),1312179,426598.0017505381,8,286459,1378142,525,1
8,Transport (Boda Boda),121216,57907.88108868564,45,471358,344887,518,0
5,Hospitality,1552676,773705.2820576265,21,281027,618688,773,1
14,Transport (Boda Boda),686483,451255.2921752278,33,688916,374078,338,1
2,Transport (Boda Boda),1873417,647766.8225946428,15,253189,998161,428,1
1,Agriculture,725051,536103.0567305795,48,284487,274320,517,0
3,Hospitality,1254346,451537.09468205675,10,769483,1900792,491,1
13,Transport (Boda Boda),171563,102948.43175391993,17,231876,1637582,347,0
13,Hospitality,702192,396056.79969263735,1,612666,1091137,335,1
12,Services,1518002,488463.20011514734,5,729490,1636282,338,1
5,Tech Startup,1013459,635908.903577217,47,327371,456051,425,0
12,Retail,907889,353419.7884316617,48,648490,584561,348,1
2,Agriculture,1979548,1134780.976570973,29,403564,657748,323,1
13,Retail,1922527,1229491.7422640536,33,797705,1219060,780,1
7,Hospitality,1114649,813011.2064523116,24,567383,1260822,832,1
4,Agriculture,223508,129889.71881428173,47,782307,1337919,541,0
14,Manufacturing,1358245,587595.4597302676,12,653689,1195219,508,1
9,Tech Startup,999929,588294.8869768202,47,68363,239668,739,1
2,Hospitality,498739,368283.48641994497,15,610725,1245925,488,0
2,Agriculture,1024127,593869.9930440979,36,53629,1738160,442,0
14,Transport (Boda Boda),291601,214492.67786271728,29,425966,1468842,422,0
8,Transport (Boda Boda),1761726,1213645.6249032298,7,773317,263273,300,1
3,Services,230694,132802.52491535788,20,323670,1873384,360,0
13,Retail,1246846,579977.2779175183,19,634101,1452499,596,1
11,Transport (Boda Boda),1363118,448080.87352031167,8,764302,242206,530,1
6,Agriculture,1224625,501943.3556709324,36,307475,298719,675,1
14,Hospitality,1605206,888307.66240811,26,839096,1070668,496,1
2,Agriculture,867090,483936.372977656,34,918241,1979973,575,1
2,Tech Startup,1317816,827320.8992268344,14,505275,426430,726,1
11,Retail,1850374,838273.5018864559,5,516030,1470545,827,1
7,Manufacturing,1004413,635494.5119940833,38,130860,110285,734,1
10,Manufacturing,291639,142039.96752919216,37,936184,564938,480,1
7,Services,312490,161345.22438197758,16,118833,1522596,303,0
1,Services,1482197,697899.6365676814,14,939858,1041994,432,1
4,Manufacturing,261630,198250.24712604398,44,887582,433094,649,0
5,Services,1634510,683023.4651248093,41,257476,1937784,629,1
11,Transport (Boda Boda),1812207,909437.3108291295,36,421972,132604,544,1
8,Retail,1878558,1361394.9792013431,20,594515,335356,482,1
11,Hospitality,1610404,979719.9359550729,32,546565,1741997,581,1
5,Services,456060,206682.0678525821,13,467927,483886,319,0
7,Services,439655,223718.9252438162,21,423026,1903310,325,0
6,Transport (Boda Boda),982217,630074.731215573,41,773500,1681770,382,1
2,Manufacturing,782405,332016.36118197214,1,405890,505618,697,0
4,Agriculture,792793,350873.9412411874,49,899726,67829,742,1
1,Manufacturing,50215,17819.390339812067,19,303391,1061806,340,0
11,Agriculture,1041740,363921.9294898272,19,278169,59780,478,1
5,Manufacturing,95503,72347.1881572109,28,693983,722947,481,0
3,Services,501522,216550.4167452993,8,254477,1832391,686,0
8,Hospitality,193226,80545.36109110377,42,28830,1995084,746,0
10,Agriculture,312753,105604.40193732618,7,700527,275253,347,0
7,Agriculture,1687447,976745.9996583519,3,245221,1122643,341,1
9,Manufacturing,274770,165362.70299925513,33,42771,147421,735,0
11,Hospitality,1540770,489180.98425520695,8,621141,1712296,807,1
10,Services,169360,105785.87461671935,1,535539,1200996,707,1
9,Tech Startup,1385435,925064.6652141474,26,778504,938467,483,1
3,Transport (Boda Boda),965955,439399.6402408094,9,85141,541008,368,0
9,Manufacturing,1032516,690852.2725289513,8,46057,261818,696,1
4,Services,1417475,493032.24932782527,37,513993,1037358,515,1
7,Agriculture,1464244,985743.1415882917,42,996905,599633,495,1
8,Services,749695,596729.7130562495,49,653310,448231,765,1
13,Agriculture,173023,125900.90989415115,26,316575,847163,612,0
7,Transport (Boda Boda),1873431,619284.0447222134,31,76945,825842,695,1
3,Agriculture,1689208,513388.25185951527,10,129774,1380483,845,1
3,Transport (Boda Boda),509922,306792.4068371505,8,138876,1078831,790,0
13,Tech Startup,631477,298871.1140249167,43,623536,598892,330,1
5,Services,1774785,616095.2957176816,38,534968,1736372,687,1
14,Transport (Boda Boda),644257,435904.19017807784,6,107255,584637,627,1
5,Tech Startup,226068,95607.22411006298,35,936495,1844446,698,1
13,Transport (Boda Boda),46245,25926.584232357243,4,511765,649162,833,1
11,Retail,620173,252410.4263294718,44,945778,357157,548,1
9,Services,1040131,631917.7241133967,45,49875,195991,519,0
3,Transport (Boda Boda),71986,39169.06297169747,11,456297,603095,373,0
14,Hospitality,1137201,791471.9904135691,43,278577,1131858,602,1
14,Manufacturing,1196454,754897.0008670555,31,583900,114873,380,1
11,Tech Startup,213074,69928.56336552158,44,911246,1638095,645,1
12,Transport (Boda Boda),928312,563027.7081060391,5,778755,1052987,539,1
9,Hospitality,197182,150468.4919536368,3,727729,447968,621,1
8,Manufacturing,130282,64576.6550300042,23,332703,1623846,404,0
3,Manufacturing,791393,422627.9451951455,2,82446,1187143,384,0
3,Manufacturing,202506,61322.33634024928,7,867333,1600829,588,0
10,Tech Startup,1633744,1220987.1191454546,42,38237,51223,634,1
9,Transport (Boda Boda),1519758,1086181.2988755552,35,905846,1150100,527,1
1,Manufacturing,380372,185110.96387511285,29,909703,1643057,659,0
1,Transport (Boda Boda),1507644,1002730.4559284355,37,824028,1861012,523,1
12,Transport (Boda Boda),1115603,639074.8608977027,12,887859,873424,434,1
1,Manufacturing,1972894,946164.3897736472,7,702736,1107794,584,1
6,Tech Startup,753349,355173.7909545805,29,860657,750849,533,1
5,Manufacturing,1504445,1024766.8247183467,21,196983,1654313,545,1
5,Retail,1875251,562686.5444938581,21,948244,1737808,698,1
1,Hospitality,544338,352469.57206192194,19,668465,1529291,561,0
13,Tech Startup,193104,73617.0585663739,5,119558,352944,696,0
11,Hospitality,1575482,1003602.656370999,3,274233,606888,396,1
8,Tech Startup,884784,573456.5913651534,37,755897,867847,514,1
11,Tech Startup,1140471,853185.0996007503,27,976485,1566660,413,1
7,Hospitality,1840190,916972.312904803,37,330019,1704646,560,1
14,Agriculture,43758,21357.181129156004,6,999802,250073,523,1
7,Transport (Boda Boda),528911,196928.08443770607,20,233259,707960,698,0
12,Transport (Boda Boda),1315341,897433.3027364733,6,489155,1754894,450,1
12,Manufacturing,866444,293745.972792458,45,181854,518735,366,0
12,Agriculture,1716578,1105570.9864624427,27,878258,1845580,373,1
1,Tech Startup,1526062,1138341.5195095711,4,956302,754690,347,1
